,country,gdp_per_capita ($),suicides/100k pop
593,Kyrgyzstan,313,15.219166666666666
594,Kyrgyzstan,345,16.10833333333333
595,Kyrgyzstan,359,14.425833333333332
596,Kyrgyzstan,398,15.411666666666669
597,Kyrgyzstan,424,11.488333333333335
598,Kyrgyzstan,425,19.980833333333333
599,Kyrgyzstan,435,15.904166666666667
600,Kyrgyzstan,437,21.1925
601,Kyrgyzstan,459,17.211666666666662
602,Kyrgyzstan,484,11.777499999999998
603,Kyrgyzstan,528,21.56583333333333
604,Kyrgyzstan,533,11.290000000000001
605,Kyrgyzstan,603,18.451666666666664
606,Kyrgyzstan,610,12.165833333333333
607,Kyrgyzstan,677,20.549166666666668
608,Kyrgyzstan,715,20.589166666666667
609,Kyrgyzstan,814,10.490833333333335
610,Kyrgyzstan,977,9.44
611,Kyrgyzstan,991,11.933333333333332
612,Kyrgyzstan,1096,11.33
613,Kyrgyzstan,1273,10.574166666666668
614,Kyrgyzstan,1285,8.1975
615,Kyrgyzstan,1339,11.72166666666667
616,Kyrgyzstan,1463,9.153333333333334
617,Kyrgyzstan,1465,9.315833333333336
618,Latvia,2438,45.46833333333333
619,Latvia,2526,41.00083333333334
620,Latvia,2771,41.04749999999999
621,Latvia,3061,36.82000000000001
622,Latvia,3228,35.034166666666664
623,Latvia,3494,37.766666666666666
624,Latvia,3724,31.957500000000007
625,Latvia,4311,30.646666666666665
626,Latvia,5364,30.135833333333338
627,Latvia,6644,27.365
628,Latvia,7916,26.005
629,Latvia,10139,24.075
630,Latvia,11951,21.611666666666668
631,Latvia,12890,25.64999999999999
632,Latvia,14382,20.955833333333338
633,Latvia,14447,24.0625
634,Latvia,14558,22.30666666666666
635,Latvia,14758,24.64583333333334
636,Latvia,15820,20.1825
637,Latvia,16544,20.73416666666667
638,Latvia,17217,26.97416666666666
639,Lithuania,2324,53.275
640,Lithuania,2484,49.634166666666665
641,Lithuania,3008,47.12000000000001
642,Lithuania,3292,46.794166666666676
643,Lithuania,3354,47.196666666666665
644,Lithuania,3481,47.65
645,Lithuania,3719,47.41499999999999
646,Lithuania,4360,46.30166666666665
647,Lithuania,5778,44.21000000000001
648,Lithuania,7028,41.9475
649,Lithuania,8229,40.482499999999995
650,Lithuania,9667,33.380833333333335
651,Lithuania,12412,36.42250000000001
652,Lithuania,12584,32.93666666666666
653,Lithuania,12869,33.899166666666666
654,Lithuania,15073,32.123333333333335
655,Lithuania,15097,33.97416666666667
656,Lithuania,15099,31.176666666666666
657,Lithuania,15669,35.8375
658,Lithuania,16538,37.046666666666674
659,Lithuania,17442,33.43916666666667
660,Luxembourg,13743,20.61583333333333
661,Luxembourg,20004,15.254166666666668
662,Luxembourg,24654,20.27
663,Luxembourg,27676,17.625000000000004
664,Luxembourg,29239,21.77666666666667
665,Luxembourg,36871,19.444999999999997
666,Luxembourg,39465,23.402500000000003
667,Luxembourg,43740,19.030833333333337
668,Luxembourg,44320,17.33
669,Luxembourg,48610,23.10333333333334
670,Luxembourg,50260,25.63333333333333
671,Luxembourg,50788,16.770833333333336
672,Luxembourg,51391,19.985
673,Luxembourg,51841,18.55333333333333
674,Luxembourg,55054,17.665833333333335
675,Luxembourg,56169,19.10416666666667
676,Luxembourg,56484,22.011666666666667
677,Luxembourg,56499,17.506666666666668
678,Luxembourg,69768,13.697499999999998
679,Luxembourg,80639,15.794999999999996
680,Luxembourg,85397,13.255833333333335
681,Luxembourg,95351,15.315833333333337
682,Luxembourg,107456,11.199999999999998
683,Luxembourg,109483,9.245833333333332
684,Luxembourg,111328,11.763333333333334
685,Luxembourg,112581,15.324166666666663
686,Luxembourg,113120,11.681666666666667
687,Luxembourg,120423,7.623333333333332
688,Luxembourg,121315,9.359166666666665
689,Luxembourg,122729,11.377499999999998
690,Luxembourg,126352,12.323333333333332
691,Malta,3639,0.73
692,Malta,4544,0.30083333333333334
693,Malta,5517,1.5725
694,Malta,6295,2.3841666666666668
695,Malta,6539,7.496666666666669
696,Malta,7780,1.9791666666666667
697,Malta,8022,3.9616666666666673
698,Malta,8313,2.5283333333333338
699,Malta,8775,5.390833333333333
700,Malta,9040,7.261666666666666
701,Malta,9974,3.9183333333333334
702,Malta,10254,3.9525000000000006
703,Malta,10575,5.89
704,Malta,11103,2.5524999999999998
705,Malta,11607,7.646666666666667
706,Malta,11691,7.107500000000001
707,Malta,11873,6.504166666666666
708,Malta,12524,4.6066666666666665
709,Malta,14444,6.245
710,Malta,15916,7.151666666666666
711,Malta,16648,5.661666666666666
712,Malta,17504,7.267500000000001
713,Malta,20333,6.153333333333333
714,Malta,21695,8.926666666666666
715,Malta,22132,6.8424999999999985
716,Malta,23007,3.2233333333333327
717,Malta,23074,4.989166666666667
718,Malta,23984,3.9583333333333326
719,Malta,25191,4.7683333333333335
720,Malta,25750,6.522499999999998
721,Malta,27634,8.506666666666664
722,Montenegro,1701,0.0
723,Montenegro,2004,0.0
724,Montenegro,2220,0.0
725,Montenegro,2946,0.0
726,Montenegro,3565,0.0
727,Montenegro,3870,22.873333333333324
728,Montenegro,4654,0.0
729,Montenegro,6268,27.96083333333333
730,Montenegro,7023,22.99416666666667
731,Montenegro,7705,25.674166666666668
732,Netherlands,10428,13.324166666666665
733,Netherlands,14479,13.190000000000003
734,Netherlands,17560,13.097500000000004
735,Netherlands,18310,11.334166666666668
736,Netherlands,18661,12.299999999999997
737,Netherlands,22425,11.347500000000002
738,Netherlands,22906,12.540833333333333
739,Netherlands,24385,11.331666666666665
740,Netherlands,25205,11.957500000000001
741,Netherlands,25997,11.413333333333334
742,Netherlands,27644,9.915833333333333
743,Netherlands,28156,11.380833333333333
744,Netherlands,28366,9.691666666666666
745,Netherlands,29351,10.708333333333334
746,Netherlands,29799,10.263333333333334
747,Netherlands,30625,11.255833333333333
748,Netherlands,30757,9.9775
749,Netherlands,30850,10.418333333333335
750,Netherlands,37614,9.444166666666666
751,Netherlands,42614,9.263333333333334
752,Netherlands,44289,9.44
753,Netherlands,47206,10.5775
754,Netherlands,47281,9.4325
755,Netherlands,52334,9.875833333333334
756,Netherlands,53302,9.124166666666664
757,Netherlands,54418,8.119999999999997
758,Netherlands,54510,10.460833333333335
759,Netherlands,54988,9.025
760,Netherlands,55325,10.118333333333334
761,Netherlands,56667,9.423333333333332
762,Netherlands,60375,8.507499999999999
763,Norway,20117,13.635
764,Norway,23980,15.963333333333333
765,Norway,25820,17.374999999999996
766,Norway,25945,16.490833333333338
767,Norway,30066,14.8375
768,Norway,30240,15.942500000000003
769,Norway,30678,16.235000000000003
770,Norway,31520,12.544166666666667
771,Norway,32793,15.136666666666668
772,Norway,37334,12.805
773,Norway,37483,13.029166666666667
774,Norway,39013,13.610833333333332
775,Norway,39335,13.2175
776,Norway,40098,12.8275
777,Norway,41099,12.527500000000002
778,Norway,41281,12.857500000000002
779,Norway,46049,11.75
780,Norway,53533,11.506666666666662
781,Norway,61450,11.780833333333334
782,Norway,71215,11.840833333333334
783,Norway,79007,11.889166666666668
784,Norway,79187,11.369166666666667
785,Norway,85394,12.144999999999996
786,Norway,90797,10.647499999999999
787,Norway,93638,11.369166666666665
788,Norway,103431,11.0025
789,Norway,103443,10.6025
790,Norway,107430,12.207500000000001
791,Norway,108408,10.499999999999998
792,Norway,109804,10.584166666666667
793,Poland,1876,14.386666666666665
794,Poland,2416,15.022500000000003
795,Poland,2650,16.202500000000004
796,Poland,2683,15.654166666666669
797,Poland,3081,15.496666666666664
798,Poland,3937,15.141666666666666
799,Poland,4413,14.850833333333332
800,Poland,4640,15.345833333333331
801,Poland,4744,15.917499999999999
802,Poland,5249,15.054166666666667
803,Poland,5466,15.272499999999996
804,Poland,5983,15.012499999999996
805,Poland,7014,15.644999999999996
806,Poland,8417,15.503333333333332
807,Poland,9485,15.237499999999999
808,Poland,11816,13.872499999999995
809,Poland,12141,16.425
810,Poland,13228,13.915833333333333
811,Poland,13304,15.886666666666665
812,Poland,13894,16.030833333333337
813,Poland,14552,15.632499999999999
814,Poland,14686,15.321666666666667
815,Poland,14721,14.781666666666665
816,Poland,15119,14.858333333333334
817,Portugal,2912,13.735000000000001
818,Portugal,4145,13.794166666666664
819,Portugal,5138,14.277499999999998
820,Portugal,5995,11.479166666666664
821,Portugal,6436,10.86
822,Portugal,8356,12.5175
823,Portugal,9483,13.76333333333333
824,Portugal,10098,10.485833333333334
825,Portugal,10566,10.318333333333333
826,Portugal,11445,12.358333333333334
827,Portugal,12152,7.156666666666667
828,Portugal,12237,8.514999999999999
829,Portugal,12391,9.644166666666669
830,Portugal,12469,10.744166666666667
831,Portugal,12887,9.6475
832,Portugal,12892,7.254999999999999
833,Portugal,13180,7.454999999999999
834,Portugal,13614,14.319166666666666
835,Portugal,16671,13.871666666666664
836,Portugal,21573,11.616666666666667
837,Portugal,22641,11.060833333333333
838,Portugal,23091,12.824166666666663
839,Portugal,23673,12.403333333333334
840,Portugal,24003,11.962499999999999
841,Portugal,24254,11.641666666666666
842,Portugal,24337,10.655
843,Portugal,26121,11.751666666666665
844,Romania,1183,13.681666666666667
845,Romania,1237,13.505833333333333
846,Romania,1351,11.115
847,Romania,1406,14.398333333333335
848,Romania,1677,13.466666666666667
849,Romania,1698,13.189166666666667
850,Romania,1738,13.331666666666669
851,Romania,1756,13.015
852,Romania,1758,13.265833333333335
853,Romania,1822,10.493333333333332
854,Romania,1914,12.425833333333332
855,Romania,1967,13.44083333333333
856,Romania,1973,13.147500000000003
857,Romania,2231,14.466666666666667
858,Romania,2898,13.309166666666664
859,Romania,3698,12.599166666666667
860,Romania,4847,12.167499999999999
861,Romania,6018,12.424166666666666
862,Romania,8190,12.503333333333336
863,Romania,8465,12.001666666666665
864,Romania,8593,11.338333333333331
865,Romania,9015,11.835833333333333
866,Romania,9086,11.565
867,Romania,9431,11.129166666666665
868,Romania,10080,11.499166666666667
869,Romania,10454,11.700000000000001
870,Romania,10526,10.919166666666664
871,Russian Federation,1412,42.51083333333333
872,Russian Federation,1879,42.03916666666667
873,Russian Federation,1948,39.56166666666666
874,Russian Federation,2229,42.05416666666667
875,Russian Federation,2527,40.7125
876,Russian Federation,2813,43.856666666666676
877,Russian Federation,2844,45.615
878,Russian Federation,2853,47.303333333333335
879,Russian Federation,2907,42.34083333333333
880,Russian Federation,3141,39.07583333333334
881,Russian Federation,3160,43.505
882,Russian Federation,3333,36.45666666666666
883,Russian Federation,3740,33.235
884,Russian Federation,3773,33.033333333333324
885,Russian Federation,3789,33.26416666666667
886,Russian Federation,4312,37.30083333333334
887,Russian Federation,5611,35.02833333333333
888,Russian Federation,7313,33.4425
889,Russian Federation,9118,29.400000000000002
890,Russian Federation,9643,32.249166666666675
891,Russian Federation,9987,19.74333333333333
892,Russian Federation,11307,26.60083333333333
893,Russian Federation,12359,30.566666666666666
894,Russian Federation,15226,24.973333333333333
895,Russian Federation,15319,21.601666666666663
896,Russian Federation,16413,23.792500000000004
897,Russian Federation,17052,22.83083333333333
898,San Marino,43435,3.938333333333333
899,San Marino,48255,5.362500000000001
900,San Marino,69301,2.8341666666666665
901,Serbia,915,27.013333333333335
902,Serbia,1718,24.75
903,Serbia,2258,24.659166666666668
904,Serbia,2547,25.587500000000002
905,Serbia,2570,28.727499999999996
906,Serbia,2979,22.605833333333333
907,Serbia,3508,21.87583333333333
908,Serbia,3719,23.859999999999996
909,Serbia,4353,23.83916666666666
910,Serbia,5492,17.164166666666667
911,Serbia,5682,19.540000000000003
912,Serbia,5748,21.537499999999998
913,Serbia,5933,19.544166666666666
914,Serbia,6116,21.53583333333334
915,Serbia,6500,18.065
916,Serbia,6662,18.144166666666667
917,Serbia,6734,20.287499999999998
918,Serbia,7049,20.217499999999998
919,Slovakia,3143,17.852500000000003
920,Slovakia,3334,16.278333333333332
921,Slovakia,4036,15.420000000000003
922,Slovakia,5141,16.558333333333326
923,Slovakia,5468,13.675000000000002
924,Slovakia,5529,14.541666666666671
925,Slovakia,5696,15.006666666666668
926,Slovakia,5871,13.486666666666666
927,Slovakia,5966,14.340000000000002
928,Slovakia,6020,14.323333333333332
929,Slovakia,6869,15.980833333333335
930,Slovakia,9138,14.09666666666667
931,Slovakia,11177,12.574999999999998
932,Slovakia,12229,13.780833333333334
933,Slovakia,13763,0.0
934,Slovakia,16815,0.0
935,Slovakia,17299,11.590000000000002
936,Slovakia,17387,11.973333333333334
937,Slovakia,18256,10.790000000000001
938,Slovakia,19226,11.992499999999998
939,Slovakia,19530,11.183333333333335
940,Slovakia,19679,11.068333333333335
941,Slovenia,10783,33.67666666666667
942,Slovenia,10979,35.28333333333333
943,Slovenia,11014,34.175
944,Slovenia,11291,32.822500000000005
945,Slovenia,11346,35.092499999999994
946,Slovenia,11767,34.46666666666666
947,Slovenia,12041,32.779999999999994
948,Slovenia,12362,29.525000000000002
949,Slovenia,15568,31.380000000000006
950,Slovenia,18067,24.873333333333324
951,Slovenia,19012,28.117500000000003
952,Slovenia,20634,28.989166666666666
953,Slovenia,22036,22.0675
954,Slovenia,23820,23.311666666666667
955,Slovenia,24689,22.132499999999997
956,Slovenia,24697,23.584999999999994
957,Slovenia,24964,24.287499999999994
958,Slovenia,25569,20.03083333333333
959,Slovenia,25872,22.392500000000002
960,Slovenia,26377,23.471666666666664
961,Slovenia,28599,21.924166666666665
962,Spain,5009,9.5775
963,Spain,6919,9.985833333333334
964,Spain,8727,10.178333333333333
965,Spain,10250,10.606666666666667
966,Spain,11258,10.540833333333333
967,Spain,14106,10.070833333333333
968,Spain,14223,10.360000000000001
969,Spain,14517,10.770000000000001
970,Spain,15538,10.184166666666668
971,Spain,15574,10.153333333333334
972,Spain,15738,10.943333333333333
973,Spain,16169,9.366666666666667
974,Spain,16444,10.3175
975,Spain,16473,10.336666666666668
976,Spain,16756,9.923333333333334
977,Spain,17005,9.917499999999999
978,Spain,17166,10.544166666666667
979,Spain,17924,9.636666666666667
980,Spain,22701,9.707499999999998
981,Spain,26372,9.385833333333334
982,Spain,27108,8.115000000000002
983,Spain,28092,8.971666666666666
984,Spain,30146,8.073333333333332
985,Spain,30246,8.3225
986,Spain,30792,8.443333333333332
987,Spain,31171,8.695833333333335
988,Spain,32839,7.286666666666666
989,Spain,34097,7.382499999999999
990,Spain,34470,8.168333333333331
991,Spain,34769,8.245833333333332
992,Spain,37848,8.209999999999999
993,Sweden,22813,19.2425
994,Sweden,25731,19.305833333333332
995,Sweden,25880,16.747500000000002
996,Sweden,26978,19.86166666666666
997,Sweden,27658,16.3075
998,Sweden,28429,13.957500000000003
999,Sweden,30896,13.54166666666667
1000,Sweden,31175,13.559166666666668
1001,Sweden,31821,13.932500000000003
1002,Sweden,31966,14.65
1003,Sweden,32072,15.976666666666667
1004,Sweden,32246,18.50416666666667
1005,Sweden,32328,14.386666666666665
1006,Sweden,33623,18.128333333333334
1007,Sweden,34721,16.731666666666666
1008,Sweden,34819,14.853333333333337
1009,Sweden,38997,12.784166666666666
1010,Sweden,44831,13.117500000000001
1011,Sweden,45563,13.718333333333328
1012,Sweden,48977,13.396666666666667
1013,Sweden,49070,13.366666666666667
1014,Sweden,54629,12.441666666666665
1015,Sweden,55352,12.211666666666668
1016,Sweden,56531,12.282499999999997
1017,Sweden,59155,12.973333333333334
1018,Sweden,60776,12.3425
1019,Sweden,62956,12.420833333333333
1020,Sweden,63380,11.814166666666667
1021,Sweden,64133,13.183333333333337
1022,Switzerland,39952,22.183333333333334
1023,Switzerland,40582,21.8075
1024,Switzerland,42859,20.99833333333333
1025,Switzerland,42923,22.230833333333333
1026,Switzerland,43419,22.808333333333337
1027,Switzerland,43872,22.784999999999997
1028,Switzerland,49621,23.324166666666667
1029,Switzerland,50639,20.221666666666668
1030,Switzerland,51774,23.58916666666667
1031,Switzerland,56123,20.18916666666667
1032,Switzerland,57790,20.515833333333333
1033,Switzerland,60536,20.13583333333333
1034,Switzerland,66807,21.3175
1035,Switzerland,73529,15.01083333333333
1036,Switzerland,76202,19.7925
1037,Switzerland,78474,13.37666666666667
1038,Switzerland,86068,13.721666666666666
1039,Switzerland,87951,13.782499999999997
1040,Switzerland,89634,14.188333333333334
1041,Switzerland,90809,13.508333333333335
1042,Switzerland,93053,14.01833333333333
1043,Turkey,9773,1.7741666666666667
1044,Turkey,11525,2.6408333333333336
1045,Turkey,11961,2.3725
1046,Turkey,12237,1.9225
1047,Turkey,12671,2.3666666666666667
1048,Turkey,13170,2.5691666666666673
1049,Turkey,13603,2.9516666666666667
1050,Turkmenistan,608,8.636666666666668
1051,Turkmenistan,612,8.414166666666667
1052,Turkmenistan,619,12.088333333333333
1053,Turkmenistan,636,11.375000000000002
1054,Turkmenistan,650,7.536666666666668
1055,Turkmenistan,721,9.344166666666666
1056,Turkmenistan,748,9.743333333333332
1057,Turkmenistan,815,14.4675
1058,Turkmenistan,863,11.121666666666668
1059,Turkmenistan,954,9.619166666666667
1060,Turkmenistan,984,9.320833333333333
1061,Turkmenistan,1003,11.277500000000003
1062,Turkmenistan,1014,10.578333333333335
1063,Turkmenistan,1029,13.5375
1064,Turkmenistan,1036,14.334166666666667
1065,Turkmenistan,1077,9.619166666666667
1066,Turkmenistan,1431,8.918333333333335
1067,Turkmenistan,1624,9.399999999999999
1068,Turkmenistan,1906,11.182500000000003
1069,Turkmenistan,2397,11.986666666666666
1070,Turkmenistan,2916,8.057500000000001
1071,Turkmenistan,4368,9.798333333333334
1072,Turkmenistan,4508,3.545
1073,Turkmenistan,4962,3.8124999999999996
1074,Turkmenistan,6319,2.6358333333333337
1075,Turkmenistan,7326,2.373333333333334
1076,Turkmenistan,7498,2.5500000000000003
1077,Turkmenistan,8255,1.940833333333333
1078,Turkmenistan,9046,2.345833333333333
1079,Ukraine,663,31.432500000000005
1080,Ukraine,666,31.338333333333335
1081,Ukraine,812,29.011666666666667
1082,Ukraine,879,32.512499999999996
1083,Ukraine,920,28.67083333333333
1084,Ukraine,925,33.61833333333333
1085,Ukraine,996,33.05583333333333
1086,Ukraine,1046,32.972500000000004
1087,Ukraine,1081,32.024166666666666
1088,Ukraine,1097,28.089166666666674
1089,Ukraine,1349,29.3425
1090,Ukraine,1353,24.50333333333333
1091,Ukraine,1432,25.587500000000002
1092,Ukraine,1525,26.87416666666667
1093,Ukraine,1571,23.893333333333334
1094,Ukraine,1607,24.825833333333335
1095,Ukraine,1698,24.725000000000005
1096,Ukraine,1732,26.36
1097,Ukraine,1917,24.765
1098,Ukraine,2256,20.393333333333334
1099,Ukraine,2418,23.56583333333333
1100,Ukraine,2691,23.27166666666666
1101,Ukraine,3141,21.922500000000003
1102,Ukraine,3229,23.426666666666666
1103,Ukraine,3299,20.875
1104,Ukraine,3788,21.999999999999996
1105,Ukraine,4096,22.372500000000006
1106,Ukraine,4104,22.875
1107,United Kingdom,9231,9.704166666666667
1108,United Kingdom,11323,9.334166666666667
1109,United Kingdom,13996,8.650833333333333
1110,United Kingdom,17072,9.545833333333333
1111,United Kingdom,17349,8.265833333333335
1112,United Kingdom,19553,8.070833333333333
1113,United Kingdom,20411,8.611666666666668
1114,United Kingdom,20927,7.896666666666668
1115,United Kingdom,21201,8.233333333333334
1116,United Kingdom,21815,8.229166666666666
1117,United Kingdom,24389,7.695
1118,United Kingdom,25609,7.36
1119,United Kingdom,28091,7.3983333333333325
1120,United Kingdom,29179,7.095
1121,United Kingdom,29358,7.2775
1122,United Kingdom,29508,7.5633333333333335
1123,United Kingdom,29832,7.703333333333334
1124,United Kingdom,31630,6.892499999999999
1125,United Kingdom,36289,6.679166666666666
1126,United Kingdom,41074,6.500000000000001
1127,United Kingdom,41798,6.4508333333333345
1128,United Kingdom,42486,6.8933333333333335
1129,United Kingdom,44372,6.596666666666665
1130,United Kingdom,44491,6.524166666666666
1131,United Kingdom,44585,6.6225
1132,United Kingdom,45594,7.076666666666665
1133,United Kingdom,47163,6.514166666666667
1134,United Kingdom,47240,7.228333333333333
1135,United Kingdom,49906,6.994166666666666
1136,United Kingdom,50111,6.725833333333334
1137,United Kingdom,53576,6.243333333333333
1138,Uzbekistan,428,7.94
1139,Uzbekistan,441,6.838333333333332
1140,Uzbekistan,513,9.66
1141,Uzbekistan,516,5.669999999999999
1142,Uzbekistan,606,5.650833333333332
1143,Uzbekistan,632,10.025833333333333
1144,Uzbekistan,674,9.237499999999999
1145,Uzbekistan,681,9.275
1146,Uzbekistan,703,10.421666666666665
1147,Uzbekistan,708,9.313333333333334
1148,Uzbekistan,709,9.274166666666666
1149,Uzbekistan,719,9.025
1150,Uzbekistan,724,9.215
1151,Uzbekistan,778,10.78
1152,Uzbekistan,788,10.348333333333333
1153,Uzbekistan,801,9.444166666666666
1154,Uzbekistan,1332,5.071666666666666
1155,Uzbekistan,1533,5.269166666666668
1156,Uzbekistan,1767,5.595
1157,Uzbekistan,1964,6.460833333333336
1158,Uzbekistan,2150,6.571666666666665
1159,Uzbekistan,2309,7.093333333333333
